,TranslatedRecipeName,Cuisine,Image_URL
2394,Chettinad Vegetable Pulao,Chettinad,
2395,Dry Fruits Suzhiyam,Indian,
2397,Roasted Garlic Tomato Chutney,South Indian,
2398,Spinach Dal,South Indian,
2400,Ridge Gourd Tambli,South Indian,
2401,Attukal Mochai Kuzhambu,Tamil Nadu,
2402,Karwar Style Anasa Patal Bhaji,Karnataka,
2403,15 minute Cauliflower Fried Rice,Indo Chinese,
2404,Tofu Stir Fry Curry,Asian,
2405,Tandoori Aloo Tikka,North Indian,
2406,Bajra & Dal Cheela,Indian,
2407,Watermelon Panzanella Salad,Italian,
2408,Kela Besani Sabzi,North Indian,
2409,Amlechi Uddamethi,Goan,
2410,Mozzarella Basil Sandwiches,Continental,
2412,Oriya Special Dalma,Oriya,
2413,Green Chutney Aloo Chaat,North Indian,
2414,Italian Grissini,Italian,
2415,Restaurant Style Green Peas Masala,North Indian,
2416,Cherupair Thoran,South Indian,
2418,Cucumber Tomato Corn Peanut Salad With Lemon,Indian,
2419,Bharli Bhendi,Maharashtrian,
2420,Cucumber Ginger Lemonade,Continental,
2421,Bhindi Do Pyaza,Indian,
2422,Achari Lachha Paratha,North Indian,
2423,Whole Wheat Strawberry Banana Muffins,Continental,
2424,Sindhi Pakwan,Sindhi,
2425,Bele Dose,Karnataka,
2426,Multa Black Arabic,North Indian,
2427,Greek Style Bourekia,Greek,
2428,Andhra Style Usirikaya Pachadi,Andhra,
2429,Gajar Halwa Barfi,Indian,
2430,Lemon Pudina Curry Leaf Shikanji,Indian,
2431,Cheesy Chinese Bhel,Indo Chinese,
2432,Whole Wheat Spinach Paratha,Indian,
2433,Healthy Snack Bowl,Indian,
2434,Thonnai Idli,Tamil Nadu,
2435,Sweet Spinach Whole Wheat Muffin,Continental,
2436,Crunchy Carrots In Hot Dogs Buns,Continental,
2437,Chukku Kaapi,Kerala,
2438,Coconut Jaggery Burfi,Indian,
2439,Makki Ki Puri,Indian,
2440,Vegetable Chops,Bengali,
2441,Goli am,Mangalorean,
2442,Andhra Style Peanut Chutney,Andhra,
2443,Andhra Style Zucchini Tomato Chutney,Andhra,
2444,Jeera Aloo Sabzi,North Indian,
2445,Gujarati Palak Dhokla,Gujarati,
2446,Moongphali Bhindi,North Indian,
2447,Carrots And Coriander Fritters,Indian,
2448,Kathiyawadi Shaak,Gujarati,
2449,Pudalangai Thogayal,Tamil Nadu,
2450,Chamomile Tea,Asian,
2451,Creamy Sweet Corn And Jalapeno Dip,Continental,
2452,Bangkok Coconut Curry Noodle Bowl,Asian,
2453,Rajasthani Dal Muthia,Rajasthani,
2454,Dill Leaves & Parmesan Dip,Continental,
2455,Dragon Fruit and Rose Water Popsicle,Continental,
2456,Granola Yogurt Parfait with Fresh Kiwi & Pomegranates,Continental,
2457,High Fiber Oat And Orange Coconut Parfait,Continental,
2458,Dosakaya Pappu,Andhra,
2459,Manganem,Goan,
2461,Rose Flavoured Golden Almond Milk,Indian,
2462,Dal Tadka,North Indian,
2463,Drumstick Spinach Fry With Moong Dal,South Indian,
2464,Irish Barmbrack,Continental,
2465,Goan Mushroom Xacuti,Goan,
2466,Chocolate Coconut Pistachio Bites,Continental,
2467,Spinach Watermelon Salad With Walnuts,Continental,
2468,Dondakkai Puli Curry,Tamil Nadu,
2469,Corn Stuffed Paratha,North Indian,
2470,Kongunadu Urulai Kurma,South Indian,
2471,Vietnamese Style Vegetarian Spring Rolls With Peanut Dipping Sauce,Vietnamese,
2472,Coconut Coconut Chili Powder,South Indian,
2473,Kerala Style Beetroot Pachadi,Indian,
2474,Puli Koozh,Tamil Nadu,
2475,Okra Idli,South Indian,
2476,Hoisin Tofu & Mushroom Stir Fry with  Hoisin Sauce,Chinese,
2477,Mango Shir,Indian,
2478,Thai Roasted Vegetables with Peanut Coconut Sauce,Thai,
2479,Thai Coconut Garlic Rice,Thai,
2480,Sakkare Achhu,Karnataka,
2481,Soya Pulav,Indian,
2482,Kashmiri Dahi Baingan,Kashmiri,
2483,Vegetarian Grilled Gyros,Greek,
2485,Healthy Sour Cream,Mexican,
2486,Andhra Style Kakarakaya Vepudu,Andhra,
2487,No Onion No Garlic Black Eyed Beans Curry,North Indian,
2488,Buttered Mashed Potatoes,Continental,
2490,Vazhaithandu Mor Kootu,Tamil Nadu,
2491,Spicy Mexican Layered Chilli Rice,Mexican,
2492,Millet Pea Khichdi,Indian,
2493,Quinoa With Grilled Zucchini & Chickpea,Continental,
2495,Mango Sago Kheer,Indian,
2496,Almond Elachi Kulfi,North Indian,
2497,Spinach Mushroom Fry,Continental,
2499,Turmeric Amla Ginger Juice,Indonesian,
2500,Nagori Puri,North Indian,
2501,Sweet Boondi,Indian,
2502,Coorg Style Kulae Puttu,Coorg,
2503,Whole Moong Dal Vada,Indian,
2504,Palak Matar,North Indian,
2505,Carrot Ginger Dal Soup,Asian,
2506,Atar Payesh,Bengali,
2507,Stuffed Corn and Capsicum Paratha with Herbs,Indian,
2508,Kaleji Ka Faal,Hyderabadi,
2509,Calzone,Italian,
2510,Besan Barfi,Indian,
2512,Papad Ki Sabzi,Rajasthani,
2513,Creamy Mushroom Ravioli In Mint Mayo Sauce,Italian,
2514,Grape Wright,North Indian,
2515,Mexican Style Vegetable Fajita,Mexican,
2516,Awadhi Moong Dal Ki Goli,Awadhi,
2517,High Protein Chickpea Potato Hash Brown,American,
2518,Mughalai Shahi Kaju Aloo Ki Sabzi,Mughlai,
2519,Baked Penne Pasta With Roasted Peppers In Marinara Sauce,Italian,
2520,Kodava Ellu Pajji,Coorg,
2522,Zucchini Pancake With Tomato Salsa,Continental,
2523,Fried Artichokes Flavored With Lemon & Ginger,Continental,
2524,Makai Wali Bhindi,Punjabi,
2525,Utanki,Oriya,
2526,Masala Pav With Cheese,Maharashtrian,
2527,Barley Rava Idli,South Indian,
2528,Mooli And Moong Dal Sabji,North Indian,
2529,Karnataka Style Sandige Huli,Karnataka,
2530,Vegetable Tartlets,Continental,
2532,Lu Methi Vegetable,North Indian,
2533,Yele Kadubu With Sweet And Spicy Onion Chutney,Karnataka,
2534,Red Bean Mexican Burrito Bowl,Mexican,
2535,Mulyachi Bhaji,Maharashtrian,
2536,Spicy Chickpeas Aloo Salad Chaat,Indian,
2537,Bulgur Wheat Potato Patty,Continental,
2538,Mujaddara,Middle Eastern,
2539,Tamil Nadu Style Broccoli Poriyal,Tamil Nadu,
2540,Spinach Corn & Cheese Momo,Indo Chinese,
2541,Beans Matki Bhaji,Maharashtrian,
2542,Kerala Style Chena Mezhukkupuratty,Kerala,
2543,Ragi Appam,South Indian,
2544,Vegan Malai Cabbage,North Indian,
2545,Besan Chila Stuffed with Chatap Paneer,Indian,
2546,Protein Fingers,Continental,
2547,Baked Chevdo,Gujarati,
2549,Totapuri Mango Chutney,Indian,
2550,Roasted Cherry Tomato Soup,Continental,
2551,Khatti Meethi Palak Khichdi,North Indian,
2552,Spaghetti Arrabiata Pasta,Italian,
2553,Pheki Mathri,Indian,
2554,Red Capsicum Chutney,South Indian,
2555,Kabuli Chana & Moongphali Salad,Indian,
2556,Mushroom Masala With Corn,Indian,
2557,Poha Stars,Indian,
2558,Apple And Pomegranate Smoothie,Continental,
2559,Lahsuni Palak Dal,North Indian,
2560,Healthy Oats And Nuts Energy Bar,Indian,
2561,Coconut Chutney,South Indian,
2562,Lauki and Whole Green Moong Dal Cheela,Indian,
2563,Khajoor Imli Chutney,North Indian,
2564,Spinach Coconut Zucchini Soup,Continental,
2565,Whole Wheat Sun Dried Tomato Focaccia Bread,Italian,
2566,Cheese Tarts,Continental,
2567,Spinach Oats Vada,South Indian,
2569,Rajasthani Papad Ki Sabzi,Rajasthani,
2570,Kandarappam,Chettinad,
2571,Spinach & Broad Bean Shakshuka,European,
2572,Radish Raita,Indian,
2573,Kala Desi Chana,North Indian,
2574,Corn And Drumstick Leaves Salad,Indian,
2575,Dairy Free Balsamic Strawberry Ice,Continental,
2577,Herb Mushroom Bruschetta,Italian,
2578,Maharashtrian Style Surnachi Koshimbir,Maharashtrian,
2579,Orange Rasam,South Indian,
2580,Jodhpuri Kabuli,Rajasthani,
2581,Moong Dal Tadka,North Indian,
2582,Dhaba Style Urad Dal,North Indian,
2583,Hariyali Dum Aloo,North Indian,
2584,Vegetable Sizzler With Potato Tikki, Mint Rice & Corn and Spinach Sauce,
2586,Mixed Vegetables Oats Idli,South Indian,
2587,Gajar Methi Poriyal,South Indian,
2588,Agathi Keerai,South Indian,
2589,Simple Lemon Tea,Indian,
2590,Bengali Style Dimer Chop,Bengali,
2591,Aluchi Bhaji,Maharashtrian,
2592,Traditional Anarsa With Curd,Maharashtrian,
2593,Bengali Steam Doi,Bengali,
2594,Peanut Chutney,Indian,
2595,Apple Cinnamon Soy Smoothie,Continental,
2596,Stuffed Butter,North Indian,
2597,Khakhra Pizza With Cheese Spread & Roasted Vegetables,Indian,
2598,Gluten Free Rajgira Barfi,North Indian,
2599,Gobi Ke Kofte,North Indian,
2600,Cholar Dal,Bengali,
2601,Shahi Vegetable Pulao,Mughlai,
2602,Chow Chow And Beans Poriyal,South Indian,
2603,Kuthiraivali Upma Kozhukattai,Tamil Nadu,
2604,Fresh Strawberry Jam,Continental,
2605,Ellu Sadam,Hyderabadi,
2606,Sun Dried Raw Mango Raita,South Indian,
2607,Kerala Style Chakka Chased Ari Payasam,Kerala,
2608,Bengali Style Kosha Mangsho,Bengali,
2609,Chana Pulao,Indian,
2610,Orange Marmalade Tea Cake,Continental,
2611,Parsi Mawa Cake,Parsi,
2612,Carrot Cauliflower Peas Sabzi,North Indian,
2613,Taco Chaat,Fusion,
2614,Gooseberry Juice,South Indian,
2615,Puran Poli,Gujarati,
2616,Ginger Garlic Tofu Curry,Indian,
2617,Muesli and Oats Waffle with Apricots,Continental,
2618,Enchiladas Stuffed With Beans and Tartare Dip,Mexican,
2619,Banarasi Tomato Chart,North Indian,
2620,Jowar Jo Dodo,Sindhi,
2621,Kulith sesame chutney,Tamil Nadu,
2622,Carrots Dill and Peanut Sadam,South Indian,
2623,Fenugreek Paneer Bhurji in Creamy Gravy,North Indian,
2624,Manipuri Style Karotkhabi Kanghou,North East India,
2625,Spinach And Soya Sub Sandwich,Continental,
2626,Multigrain Pizza with Roasted Vegetables,Italian,
2627,Lebanese Fattoush Salad,Middle Eastern,
2628,Greek Yogurt Chocolate Mousse,Continental,
2629,Chettinad Keerai Mandi With Amaranth Greens,Chettinad,
2631,Mung Pani,Indian,
2632,Succotash,American,
2634,Sweet Potato And Moong Sprouts Cutlet,Indian,
2635,Farfalle In Creamy Mushroom Sauce,Italian,
2636,Mangalore Bajji,Mangalorean,
2637,S'mores Cake,Continental,
2638,Roz Gulkand Firni,North Indian,
2639,Andhra Style Pappu Urumindi,Andhra,
2640,Banana Stem Poriyal With Curry Powder,Karnataka,
2642,Burnt Orange Panna Cotta,Italian,
2643,Desi Style Masala Pasta In Electric Pressure Cooker,Fusion,
2644,Karnataka Style Majjige Huli,Karnataka,
2645,Kathirikai Podi Curry,Tamil Nadu,
2646,Mediterranean Pumpkin Kibbeh,Middle Eastern,
2647,Lentil Dal with Coconut Milk,South Indian,
2648,Bangaladumpa Thalimpu,Tamil Nadu,
2649,Raw Jackfruit Poriyal,South Indian,
2651,Making Apple Mash,Indian,
2652,Healthy Black Bean Stuffed Burrito With Amaranth And Quinoa,Mexican,
2654,Zucchini Pesarattu,Fusion,
2655,Beetroot Garlic Lemon Rasam,South Indian,
2656,Thengai Sevai,South Indian,
2657,Thai Style Steamed Buns,Thai,
2658,Mini Pita Pizza With Tahini Roasted Vegetables,Mediterranean,
2659,Saunf Wale Aloo Baingan,Indian,
2660,Green Onion,Indian,
2661,Pineapple Curry,Andhra,
2662,Muringakka Manga Mulakushyam,Kerala,
2663,Lip Smacking Lemonade Cupcake,Continental,
2664,Roasted Garlic No Knead Skillet Bread With Olives,Continental,
2665,Cannabis cold,Indian,
2666,Besan Bread Toast,Indian,
2667,Muesli Ragi Chocolate Chip Cookies,Continental,
2669,Cheesy Baked Potato Gratin With Sweet Corn,Continental,
2670,Italian Cheese And Basil Uttappam,Fusion,
2671,Broccoli Orange Asian Salad,Continental,
2672,Tamil Nadu Style Dal Masala Vada with Cabbage,Tamil Nadu,
2673,Punjabi Style Moth Beans Dal,Punjabi,
2674,Punjabi Chana Masala,Punjabi,
2675,One Pot Vegetable Pasta With Beans,Italian,
2676,Khurchan Mawa Burfi,Indian,
2677,Chocolate Salami,Italian,
2678,Kakrar Jhal,Bengali,
2679,Goan Batata Recheado With Carrots & Beans,Goan,
2680,Assamese Amitar Khar,Assamese,
2681,Onion Vegetable,North Indian,
2682,Avarakkai Poricha Kootu,Tamil Nadu,
2684,Manjal Poosanikai Sambar,South Indian,
2685,Bean Spinach And Corn Quesadilla,Mexican,
2686,Gil,Hyderabadi,
2687,Asian Style Sweet Potato Croquettes,Asian,
2688,Bihari Karela and Potato Vegetable,Bihari,
2689,Sweet Potato & Rosemary Chips,Snack,
2690,Uttarakhand Style Singhal,North Indian,
2691,BaNilla Sandwich Cookie,Continental,
2692,Indian Style Beetroot Soup,Indian,
2694,Golden Glow Smoothie,Continental,
2695,Punjabi Style Arbi,Punjabi,
2696,Jhunka Vadi,Maharashtrian,
2697,Chana Kanghou,North East India,
2698,Kerala Style Banana Dosa,Kerala,
2699,Khandeshi Sev Bhaji,Maharashtrian,
2700,Methi Mushroom Masala,North Indian,
2701,Spinach and Moong Dal Pakodas,North Indian,
2703,Aval Upma,South Indian,
2704,Gulkand Panna Cotta with Strawberry Sauce,Fusion,
2705,Masala Khichia,Rajasthani,
2706,Creamy Roasted Pumpkin Risotto,European,
2707,Simple Peruvian,Continental,
2709,Sanjori Bread,Maharashtrian,
2710,Creamy Mango Kulfi With Cream Cheese,Indian,
2711,Mushroom And Bok Choy Stir Fry,Asian,
2712,Corn And Onion Raita,Indian,
2713,Achari Aloo Parwal Sabzi,North Indian,
2714,Pan Fried Avocado Kofta,Indian,
2715,Cinnamon Spiced Orange Iced Tea,Continental,
2717,Quinoa Vangi Bath,Indian,
2718,Kali Mirch Aloo Bhindi Sabzi,North Indian,
2719,Kolkata Style Vegetable Chop,Bengali,
2720,Sesame Potato Toast,Continental,
2721,Cabbage, Bell Pepper and Apples with Sriracha Slaw ,
2722,Hash Browns With Chives,Continental,
2723,Khatti Meethi Lauki Dal,North Indian,
2724,Bihari Bitter Gourd Potato Vegetable,Bihari,
2726,Beetroot Moong Phali Sabzi,North Indian,
2727,Chickpea Salad with Cherry Tomatoes,Olives and Capsicum,
2728,Sindhi Tahiri,Sindhi,
2729,Vegetable Rice Upma,South Indian,
2730,Parsi Brinjal Capsicum Vegetable,Parsi,
2731,Traditional Bihari Litti Chokha,Bihari,
2732,Mini Idli Upma,South Indian,
2733,Garlic Knot,Fusion,
2734,Lamb Trotters,South Indian,
2735,Andhra Dondakaya Chutney,Andhra,
2736,Murungai Keerai Masala Vadai,South Indian,
2737,3 Beans Stuffed Quesadillas,Mexican,
2738,Indian Style Ginger Pickle,Indian,
2739,Spicy And Tangy Bread Upma,South Indian,
2740,Shrimp Sambal,Malaysian,
2741,Mini Potato Cheesy Au Gratin,French,
2742,Mango Popsicle,Continental,
2743,Karwar NKGSB Style Bharli Vangi,Karnataka,
2744,Vegetarian Tofu Matzo Ball Soup,Jewish,
2745,Chettinad Mixed Bean Adai,South Indian,
2746,Restaurant Style Paneer Lababdar,North Indian,
2747,Chocolate And Salted Caramel Tart,Continental,
2749,Cheesy Potatoes,Indian,
2750,Sesame Peanut Potato,Indian,
2751,Potato Sagu,South Indian,
2752,Horlicks Cookies,Continental,
2754,Pata Gobi Aur Kele Kofta Curry,North Indian,
2755,Tuna Roasted Mushroom Sandwich with Tartare Dip Mayo,Continental,
2756,Dark Chocolate Cherry Cake,Continental,
2757,Sago Khichdi,Indian,
2758,Lauki Moongphali Soup,Indian,
2759,Whole Wheat Onion Stuffed Kulcha,North Indian,
2760,Whole Wheat Palak Naan,North Indian,
2761,Mizoram Inspired Veg Sawhchiar,North East India,
2763,Khakara Vegetable Pizza,Indian,
2764,Tri Color Rotini Spirali Pasta Tossed in Creamy Basil Sauce,Italian,
2766,Spinach And Feta Cheese Rotolo,Italian,
2767,Maharashtrian Anarsa,Maharashtrian,
2768,Lal Mathachi Bhaji,Maharashtrian,
2769,Cinnamon Rice Pudding With Cherry Compote,Continental,
2770,Aloo Parwal Sabzi,Indian,
2771,Mixed Flour And Spring Onion Cheela,Indian,
2772,Paneer in Yogurt Tomato Curry,Kashmiri,
2773,No Cream Healthy Broccoli Pasta,Italian,
2774,Crepes Stuffed With Caramelized Banana,Continental,
2775,Spinach Buns,Indian,
2776,Garlic & Ginger Spiced Potato Wedges,Continental,
2777,Methi Dana Sabzi,Rajasthani,
2779,Burmese Samosa Soup,Burmese,
2780,Honey Sesame Chilli Potato,Chinese,
2781,Apricot Muesli Coffee Slice,Continental,
2782,Banana Yogurt and Walnut Smoothie,Continental,
2783,Himachali Pahari Auriya Kaddu,Himachal,
2784,Goan Style Khatkhatem,Goan,
2785,Mango Milkshake,Continental,
2786,Strawberry Salad,Continental,
2788,One Pot Vangi Bath Using Preethi Electric Pressure Cooker,South Karnataka,
2789,Sakkaravalli Kizhangu Poriyal,Chettinad,
2790,Gulab Phirni,Indian,
2791,Malai Matar Paneer,North Indian,
2792,Aloo & Nariyal Ki Kachori,North Indian,
2793,Indian Style Tapenade,Indian,
2794,Oats Banana And Apple Porridge,Indian,
2795,Bengali Luchi,Bengali,
2796,Andhra Avakaya,Andhra,
2797,Chettinad Style Pepper Mushroom,Chettinad,
2798,Brahmin Style Vegetable Kurma,South Indian,
2799,Dahi Vada With Sweet & Spicy Chutney,South Indian,
2800,Ragi Murukku And Kodubale,South Indian,
2801,Spinach Paneer Kofta Curry,North Indian,
2802,Thenkuzhal Murukku,Tamil Nadu,
2803,Green Tomato Vegetable,Indian,
2804,Pineapple And Semolina Sheera,North Indian,
2805,Whole Green Onion,Indian,
2806,Makki Paneer Pakora,Indian,
2807,Avarekalu Kadubu,Karnataka,
2808,Chocolate Peda,Indian,
2809,Zucchini Salad with Barbecue Sauce Dressing,Continental,
2810,Barnyard Millet Sweet Pongal,South Indian,
2811,Neem Flower Rasam,South Indian,
2812,Kara Sevai,Indian,
2813,Summer Lettuce Salad with Cucumber, Tomato & Feta,
2814,Methi Thalipeeth,Maharashtrian,
2815,Dry Methi Malai Matar,North Indian,
2816,Khatua,Bihari,
2817,One Pot Aloo Gobi,North Indian,
2818,Karela Kadhi,Rajasthani,
2819,Tomato Onita d Kara,Indian,
2820,Saffron Milk Masala,Indian,
2821,Chettinad Style Urulai Roast,Tamil Nadu,
2822,Jackfruit Seed Korma,South Indian,
2823,Chaat Masala,Indian,
2824,Whole Wheat Carrot Cake,Continental,
2825,Kodava Thalia Puttu,Coorg,
2827,Cheesy Spinach Open Toast,Continental,
2829,Palak Makhana,North Indian,
2830,Savory Ricotta Tart,Continental,
2831,Papad Raita,Indian,
2834,Thai Grilled Pineapple,Thai,
2835,Paneer Stuffed Bread Fritters,Indian,
2836,Cauliflower Thai Red Curry,Thai,
2837,Gulab Jamun Bread Pudding,Indian,
2838,Potoler Dolma,Bengali,
2839,Sukhi Urad Dal Sabzi,North Indian,
2840,Burnt Garlic Veg Fried Rice,Indo Chinese,
2841,Harive Soppina Saaru,Karnataka,
2843,Nutty Pineapple Tutti Frutti Cake,Continental,
2844,Spicy Stir Fried Broccoli,Asian,
2845,Onion,Fusion,
2846,Savoury Kordoi,Assamese,
2847,Sabsige Millet Pulav,Indian,
2848,Sweet And Tangy Mango Ice,Continental,
2850,Protein Rich Paneer And Horse Gram Soup,Continental,
2851,Goan Style Podollim Recheado Com Batata,Goan,
2854,Sprouted Moong and Methi Cheela,North Indian,
2855,Lemon Parsley Quinoa,Continental,
2856,Pumpkin Hummus,Middle Eastern,
2857,Dhansak Masala Powder,Parsi,
2858,Barnyard Millet and Ragi Khichdi,North Indian,
2859,Coffee With Instant Coffee Powder,Indian,
2860,Turkey chutney,South Indian,
2861,Manipuri Style Tan Ngang,North East India,
2862,Mini Onion Vada With Vengaya Sambar,Tamil Nadu,
2863,North Kanara Sweet And Sour Raw Mango Chutney,Coastal Karnataka,
2864,German Pancakes with Caramelised Apples,Continental,
2866,Dhokla Sandwich With Capsicum And Paneer,North Indian,
2867,Phool Makhana Kheer,North Indian,
2868,Healthy Kala Chana Pakora,Indian,
2869,Malnad Special Appe Midi Uppinakayi,Karnataka,
2870,Carrot Podi Dosa,South Indian,
2871,Cabbage Chana Dal Sabzi,North Indian,
2872,Tallyanche Suke,Goan,
2874,South Indian Poli with Coconut,South Indian,
2875,Moong khichdi,Indian,
2876,Pineapple Banana & Oat Smoothie,Continental,
2877,Lauki Ke Gatte,Rajasthani,
2878,Paneer Jalfrezi,North Indian,
2879,Soya Spinach Curry,North Indian,
2880,Bengali Phool Gobhir Paturi,Bengali,
2881,Kongunadu Style Arisi Bedding Sudden,Tamil Nadu,
2882,How To Make  Rose Syrup,Indian,
2883,Punjabi Garam Masala Powder,North Indian,
2884,Moroccan Spiced Cauliflower And Almond Soup,African,
2885,Gutti Dondakaya Vepudu,Andhra,
2886,Cherry Tomato, Cucumber,
2887,Maharashtrian Style Kolhapuri Khichdi,Maharashtrian,
2888,Sandesh Panna Cotta,Fusion,
2889,Aloo Bhajit,North Indian,
2890,Tawa Paratha,Indian,
2891,Shakshuka With Spinach & Feta Cheese,African,
2892,Dadpe Pohe,Maharashtrian,
2893,Nadan Tomato Curry,Kerala,
2894,Kesar Paneer Ki Kheer,North Indian,
2895,Yellow Thai Curry Paste,Thai,
2896,Aubergine And Cranberry Beans Dip,Continental,
2897,Microwave Oats Milk Halwa,Indian,
2898,Kerala Style Okra Thoran,Kerala,
2899,Cheesy Veg Paniyaram With Cheesy Tomato Chutney,South Indian,
2900,Spicy Indian Style Masala Frittata,Italian,
2901,Melon Salsa,Continental,
2903,Giant Skillet Cookie,Continental,
2904,Spring Onion Pakoda,Indian,
2905,Lal Bhoplyacha Bharit,Indian,
2906,Gujarati Style Osaman Dal,Gujarati,
2907,Tomato Mozzarella Bites,Italian,
2908,Chettinad Pattani Kurma,Chettinad,
2909,Mustard Mayo Baby Potato Salad,Continental,
2910,Low Pot Alo Ponda,South Indian,
2911,Hara Bhara Kebab with Millets,North Indian,
2912,Tomato And Cheese Mini Pizza,Italian,
2913,High Protein Broccoli & Coriander Loaf,Continental,
2914,Oats Pesarattu,Andhra,
2915,Beetroot Chas,South Indian,
2916,Tomato Carrot Onion Soup,Indian,
2917,Maharashtrian Ambat Goda Dal,Maharashtrian,
2918,Boodida Gummadikaya Pachi Vadiyalu,Andhra,
2919,Karnataka Style Badanekayi Palya,Karnataka,
2921,No Bake Fudge Brownies,Continental,
2922,Udupi Style Pelakai Teepe Dose,Udupi,
2923,No Bake White Chocolate Cheesecake,Continental,
2924,Masoor Dal Makhani,North Indian,
2925,Snow Drop Cookies,Indian,
2927,Kaju Pista Roll,North Indian,
2928,Kathiawadi Dhokli Nu Shaak,Gujarati,
2929,Chocolate Chip Scone,Continental,
2930,Garlic Chickpeas And Spinach Curry,Middle Eastern,
2931,Doodhibhoplyacha Bharit,Maharashtrian,
2932,Cabbage Carrot Onion Pudina Thepla,Indian,
2933,Cabbage Capsicum Sabzi,North Indian,
2934,Spinach Ricotta Stuffed Ravioli Tossed In Cheesy Pumpkin Sauce,Italian,
2935,Doodh Dudhi,Indian,
2936,Beetroot & Sesame Thepla,North Indian,
2937,Capsicum Usili,Tamil Nadu,
2938,Kathirikai Sundakkai Vathal Kuzhambu,Chettinad,
2940,Kesar Elaichi Shrikand,Indian,
2941,Dappalam,Andhra,
2942,White Chickpeas In Spicy Gravy,Punjabi,
2943,Spinach Corn Pasta In Creamy White Sauce,Italian,
2944,Palak Tovve,South Indian,
2945,Udupi Style Huli Podi,Udupi,
2946,Cheesy Sweet Corn Grilled Sandwich,Continental,
2947,Yellow Pumpkin Pulao,Indian,
2948,Oats and Green Moong Dal Dahi Vada,North Indian,
2950,Hyderabadi Marag,Hyderabadi,
2951,Pan Fried Corn & Cheese Bites,Continental,
2952,Potato & Basil Frittata,Italian,
2953,Churma Ladoo With Badam & Flaxseed,Rajasthani,
2954,Suran Jo Kheemo,Sindhi,
2955,Lentil Tabbouleh,Middle Eastern,
2956,Double Chocolate Coconut Fudge,Continental,
2957,Makai Dhokla,Gujarati,
2958,Maharashtrian Dinkache Ladoo,Maharashtrian,
2959,Wheat Paratha With Pizza Topping,Indian,
2960,Mysore Masala Dosa Made With Yeast Dosa Batter,Karnataka,
2961,Matar Chi Usal,Maharashtrian,
2962,Omurice,Japanese,
2963,Strawberry Bundt Cake with Muesli and Oats,Continental,
2965,Oriya Hour Tarkari,Oriya,
2967,Cucumber Fry,South Indian,
2968,Lucknowi Singhade Ki Kachori,Indian,
2969,Spiced Chocolate And Beetroot Tea Cake,Continental,
2970,Khandeshi Dal,Maharashtrian,
2972,Oats and Rajma Cutlet,North Indian,
2973,Beetroot Cupcakes With Oreo Frosting,Continental,
2974,Chutney Chilli Cheese Toast,Indian,
2975,Buckwheat Vegetable Khichdi,Indian,
2976,Idly chat,Fusion,
2977,Bruschetta With Coriander Mint Pesto And Red Bell Peppers,Italian,
2978,Palak Kadhi,Rajasthani,
2979,Kerala Tomato Fry,Kerala,
2980,Classic Hummus,Middle Eastern,
2981,Dum Ke Shami Kebab,North Indian,
2982,Steam Hilsa,Bengali,
2983,Onion Pakora Roll,Indian,
2984,Banarasi Cabbage Vegetable,Uttar Pradesh,
2985,Pudina Chutney,North Indian,
2986,Makka Cholam Sundal,South Indian,
2987,Tamil Nadu Style Capsicum With Lentils Spice Mix,Tamil Nadu,
2988,Mullangi Poriyal,South Indian,
2989,Anhui Bang Tofu Salad,Chinese,
2990,Red Wine Chocolate Cake,Continental,
2991,Jaipuri Potato Onion Vegetable,Rajasthani,
2992,Tagliatelle Pasta With Fresh Tomato Basil Sauce,Italian,
2993,One Pot Vegetable Biryani In Preethi Electric Pressure Cooker,Tamil Nadu,
2994,Fada Ni Khichdi,Gujarati,
2997,Mixed Vegetable Curry Roll,Indian,
2998,Cheese Crackers,Continental,
2999,Mango Jalapeno Bruschetta,Italian,
3000,Kallu Knockout,Tamil Nadu,
3001,Pan Pizza With Perfectly Crispy Crust,Italian,
3002,Horsegram Sesame Chutney,Tamil Nadu,
3003,Almond Butter,Continental,
3004,Yellow Cucumber Pachadi,South Indian,
3005,Tamil Nadu Style Masala Dal Vada,South Indian,
3006,Sticky Cranberry Gingerbread,Continental,
3008,Mushroom Do Pyaza,North Indian,
3009,Buttermilk Cinnamon Rolls,Continental,
3010,Pumpkin Spice Curry,South Indian,
3011,Dark Chocolate Cream Jars,French,
3012,Spicy and Creamy Achari Mushroom Open Toast,Continental,
3013,Mango Greek Yogurt Cheesecake with Muesli Crumble,Continental,
3014,Mumbai Style Tawa Pulao With Moong Sprouts,Maharashtrian,
3015,Gujarati Valsadi Vada,Gujarati,
3016,Maharashtrian Tindora Sabzi With Peanuts,Maharashtrian,
3017,Goan Soya Mince Potato Chop,Goan,
3018,Chickpea Salad With Raw Mango,Indian,
3020,Bitter gourd spice vegetable,Bengali,
3021,Foxtail Millet Podi Dosa,South Indian,
3022,Chow Chow Vegetable,South Indian,
3023,Bhaja Pithe,Bengali,
3024,Saag Tofu,North Indian,
3025,Himachali Chana Madra,Himachal,
3026,Vietnamese Lemongrass Shrimp Skewers,Vietnamese,
3027,Classic Indian Sliced Salad,Indian,
3029,Summer Squash Pasta,Italian,
3030,Mexican Beans Salad,Mexican,
3031,Chettinad Paruppu Urundai Kuzhambu,South Indian,
3032,Spinach And Corn Pasta Salad In Jar,Italian,
